invoice_id,shipment_date,carrier,origin_zip,dest_zip,origin_city,dest_city,distance_miles,weight_lbs,is_residential,accessorial_services,expected_linehaul,expected_fuel_surcharge,expected_fuel_rate_pct,expected_accessorials,expected_total,actual_billed_linehaul,actual_billed_fuel,actual_billed_accessorials,actual_total_billed,error_injected,error_amount,leakage_amount,leakage_pct,has_leakage
1517AF009CC8,2024-12-24,UPS Ground,10003,92101,NYC,San Diego,571,2872,True,"liftgate_delivery,appointment_delivery",538.45,77.37,14.37,125,740.82,538.45,77.37,125,740.82,none,0.0,0.0,0.0,False
7B040A4FDF86,2024-03-11,Old Dominion,78204,19104,San Antonio,Philadelphia,1760,4467,False,,1578.72,173.54,10.99,0,1752.26,1326.6416764949656,173.54,0,1500.1816764949656,underbilled_linehaul,252.0783235050344,252.0783235050344,14.39,True
8833EC9A896C,2024-05-21,UPS Ground,75205,78204,Dallas,San Antonio,1307,1320,True,liftgate_delivery,1071.74,134.04,12.51,75,1280.78,1071.74,134.04,75,1280.78,none,0.0,0.0,0.0,False
A9546BF2FDA9,2024-05-06,YRC Freight,77001,85001,Houston,Phoenix,434,448,False,appointment_delivery,312.48,33.58,10.75,50,396.06,312.48,33.58,50,396.06,none,0.0,0.0,0.0,False
35D058E3F82E,2024-12-04,XPO Logistics,33128,19106,Miami,Philadelphia,1244,1223,False,,933.0,122.27,13.1,0,1055.27,933.0,122.27,0,1055.27,none,0.0,0.0,0.0,False
900D33751730,2024-12-23,XPO Logistics,78204,33101,San Antonio,Miami,1914,2661,True,,1650.82,215.67,13.06,0,1866.49,1650.82,215.67,0,1866.49,none,0.0,0.0,0.0,False
DF28E45BEA43,2024-05-04,YRC Freight,10011,33127,NYC,Miami,1283,3231,False,,1062.32,112.43,10.58,0,1174.75,1062.32,0.0,0,1062.32,missing_fuel_surcharge,112.43,112.43000000000006,9.57,True
0EAC5F820B0A,2024-04-22,YRC Freight,33101,10002,Miami,NYC,1308,4628,False,inside_delivery,1083.02,117.5,10.85,125,1325.53,1083.02,117.5,125,1325.53,none,0.0,0.0,0.0,False
E647BA5820BD,2024-07-15,Old Dominion,92105,77002,San Diego,Houston,1286,2368,False,,1153.54,128.42,11.13,0,1281.97,1153.54,128.42,0,1281.97,none,0.0,0.0,0.0,False
EB190A592FF2,2024-03-15,Old Dominion,19103,77003,Philadelphia,Houston,490,1862,True,"residential_delivery,appointment_delivery",382.2,43.56,11.4,145,570.76,382.2,43.56,145,570.76,none,0.0,0.0,0.0,False
E997BCA1147C,2024-08-23,XPO Logistics,77005,75203,Houston,Dallas,2408,4068,True,residential_delivery,2076.9,246.62,11.87,95,2418.52,2076.9,246.62,95,2418.52,none,0.0,0.0,0.0,False
F470134ADFBF,2024-03-11,FedEx Ground,10001,33101,NYC,Miami,1313,3428,False,inside_delivery,1283.46,157.58,12.28,125,1566.04,1283.46,157.58,125,1566.04,none,0.0,0.0,0.0,False
5E3A6FA0DB5A,2024-01-09,FedEx Ground,33127,92101,Miami,San Diego,2491,147,False,inside_delivery,2540.82,313.28,12.33,125,2979.1,2540.82,313.28,125,2979.1,none,0.0,0.0,0.0,False
C98232A04B48,2024-05-09,UPS Ground,60601,90013,Chicago,LA,1247,4362,False,,1175.92,138.85,11.81,0,1314.77,1175.92,138.85,0,1314.77,none,0.0,0.0,0.0,False
0B34882487E0,2024-08-31,FedEx Ground,77001,19101,Houston,Philadelphia,1936,4577,True,residential_delivery,1892.44,230.98,12.21,95,2218.42,1892.44,230.98,95,2218.42,none,0.0,0.0,0.0,False
CD04A70C5854,2024-12-16,YRC Freight,75202,10002,Dallas,NYC,2195,659,False,inside_delivery,1580.4,205.76,13.02,125,1911.16,1580.4,205.76,125,1911.16,none,0.0,0.0,0.0,False
3C29339C05D1,2024-07-18,XPO Logistics,33127,60601,Miami,Chicago,971,4692,False,,837.49,97.1,11.59,0,934.59,837.49,58.624887182147624,0,896.1148871821476,incorrect_fuel_rate,38.47511281785237,38.47511281785239,4.12,True
4B4466C32070,2024-01-16,XPO Logistics,90002,92101,LA,San Diego,2014,2723,False,,1737.07,206.05,11.86,0,1943.13,1737.07,206.05,0,1943.13,none,0.0,0.0,0.0,False
FE26171646F2,2024-05-17,XPO Logistics,33101,78205,Miami,San Antonio,1336,722,True,"appointment_delivery,limited_access",1002.0,118.06,11.78,135,1255.06,1002.0,118.06,135,1255.06,none,0.0,0.0,0.0,False
608D5DBDB602,2024-10-11,FedEx Ground,19101,85003,Philadelphia,Phoenix,1059,4612,False,liftgate_delivery,1035.17,144.14,13.92,75,1254.31,1035.17,144.14,75,1254.31,none,0.0,0.0,0.0,False
E520A1BD873E,2024-12-16,FedEx Ground,10011,19104,NYC,Philadelphia,1303,1439,False,appointment_delivery,1107.55,154.69,13.97,50,1312.24,1107.55,154.69,50,1312.24,none,0.0,0.0,0.0,False
AD542135F87B,2024-08-22,UPS Ground,92103,90005,San Diego,LA,2351,1651,True,liftgate_delivery,1927.82,228.45,11.85,75,2231.27,1927.82,228.45,75,2231.27,none,0.0,0.0,0.0,False
7E55EE9C2958,2024-07-22,YRC Freight,33126,60603,Miami,Chicago,1119,1505,False,,805.68,87.06,10.81,0,892.74,805.68,87.06,0,892.74,none,0.0,0.0,0.0,False
88CF8A9905BF,2024-01-15,UPS Ground,78201,19106,San Antonio,Philadelphia,1054,4556,False,,993.92,122.4,12.31,0,1116.32,993.92,122.4,0,1116.32,none,0.0,0.0,0.0,False
46E19B954A0C,2024-07-12,UPS Ground,78202,75203,San Antonio,Dallas,1355,3516,True,residential_delivery,1277.76,161.5,12.64,95,1534.27,1277.76,161.5,95,1534.27,none,0.0,0.0,0.0,False
D8D3A4F59AFD,2024-03-26,FedEx Ground,19106,33101,Philadelphia,Miami,1336,2958,False,,1305.94,157.41,12.05,0,1463.35,1305.94,157.41,0,1463.35,none,0.0,0.0,0.0,False
C31792DEBB62,2024-10-14,XPO Logistics,78201,90001,San Antonio,LA,1210,4299,False,,1043.62,137.14,13.14,0,1180.76,1043.62,137.14,0,1180.76,none,0.0,0.0,0.0,False
0172CA06D465,2024-06-27,Old Dominion,10001,75203,NYC,Dallas,626,1210,False,,488.28,55.14,11.29,0,543.42,488.28,55.14,0,543.42,none,0.0,0.0,0.0,False
170470AC112F,2024-12-12,FedEx Ground,19103,90001,Philadelphia,LA,405,945,False,,344.25,51.35,14.92,0,395.6,344.25,51.35,0,395.6,none,0.0,0.0,0.0,False
2A712571304F,2024-08-19,UPS Ground,92104,77002,San Diego,Houston,2048,1666,False,limited_access,1679.36,206.74,12.31,85,1971.1,1679.36,206.74,85,1971.1,none,0.0,0.0,0.0,False
9D5F60A53191,2024-12-09,UPS Ground,75203,60603,Dallas,Chicago,962,2199,False,,907.17,125.48,13.83,0,1032.64,907.17,125.48,0,1032.64,none,0.0,0.0,0.0,False
60CF6AEF0881,2024-03-01,YRC Freight,92103,60605,San Diego,Chicago,658,2615,True,"residential_delivery,liftgate_delivery",544.82,57.88,10.62,170,772.7,544.82,57.88,170,772.7,none,0.0,0.0,0.0,False
751EEB23F072,2024-06-10,UPS Ground,92102,33128,San Diego,Miami,2256,1582,False,,1849.92,225.92,12.21,0,2075.84,1849.92,225.92,0,2075.84,none,0.0,0.0,0.0,False
D28438EADDCD,2024-09-07,Old Dominion,75204,33127,Dallas,Miami,1291,3686,False,inside_delivery,1158.03,135.02,11.66,125,1418.05,1158.03,135.02,125,1418.05,none,0.0,0.0,0.0,False
7451E5F6C11B,2024-07-08,FedEx Ground,33128,92105,Miami,San Diego,749,4499,False,,732.15,94.53,12.91,0,826.68,732.15,94.53,0,826.68,none,0.0,0.0,0.0,False
09F4DADBE1F4,2024-08-12,XPO Logistics,77001,19104,Houston,Philadelphia,1789,762,False,,1341.75,149.33,11.13,0,1491.08,1341.75,149.33,0,1491.08,none,0.0,0.0,0.0,False
73E076C869BE,2024-10-18,UPS Ground,33125,78205,Miami,San Antonio,1181,536,False,,968.42,131.2,13.55,0,1099.62,968.42,131.2,0,1099.62,none,0.0,0.0,0.0,False
153593F7E8DD,2024-12-25,FedEx Ground,75202,90011,Dallas,LA,1487,1089,False,,1263.95,178.21,14.1,0,1442.16,1263.95,178.21,0,1442.16,none,0.0,0.0,0.0,False
84404A38DE53,2024-07-25,Old Dominion,33127,85006,Miami,Phoenix,617,812,False,,481.26,53.42,11.1,0,534.68,481.26,38.45263524932182,0,519.7126352493218,incorrect_fuel_rate,14.967364750678179,14.967364750678144,2.8,True
88CC2E46F610,2024-04-18,Old Dominion,92101,19106,San Diego,Philadelphia,2630,3569,False,appointment_delivery,2359.11,263.01,11.15,50,2672.12,2359.11,263.01,50,2672.12,none,0.0,0.0,0.0,False
CBAC6ED57B19,2024-08-13,FedEx Ground,10001,90011,NYC,LA,2684,1344,False,,2281.4,300.92,13.19,0,2582.32,2281.4,300.92,0,2582.32,none,0.0,0.0,0.0,False
1211AEEC15BB,2024-01-29,FedEx Ground,85004,90005,Phoenix,LA,368,1405,False,limited_access,312.8,40.16,12.84,85,437.96,312.8,40.16,85,437.96,none,0.0,0.0,0.0,False
50DABAF2EF41,2024-08-05,FedEx Ground,60605,85006,Chicago,Phoenix,339,1037,False,"liftgate_delivery,appointment_delivery",288.15,35.37,12.27,125,448.52,288.15,35.37,125,448.52,none,0.0,0.0,0.0,False
109FF531ABD3,2024-08-13,YRC Freight,78202,60601,San Antonio,Chicago,337,1394,False,,242.64,26.02,10.72,0,268.66,242.64,26.02,0,268.66,none,0.0,0.0,0.0,False
D0C6E66F7749,2024-03-12,Old Dominion,90001,77005,LA,Houston,1819,2626,True,residential_delivery,1631.64,187.58,11.5,95,1914.22,1631.64,187.58,0,1819.22,missing_accessorial_residential_delivery,95.0,95.0,4.96,True
C66CFA1761D1,2024-11-26,UPS Ground,77005,33128,Houston,Miami,1216,2471,True,,1146.69,163.49,14.26,0,1310.18,1146.69,163.49,0,1310.18,none,0.0,0.0,0.0,False
EDBA2075F182,2024-08-29,Old Dominion,10003,78202,NYC,San Antonio,1995,1465,False,"liftgate_delivery,inside_delivery,limited_access",1556.1,181.01,11.63,285,2022.11,1556.1,118.01547564394136,285,1959.1154756439412,incorrect_fuel_rate,62.99452435605863,62.99452435605872,3.12,True
026B88982762,2024-05-22,FedEx Ground,75204,78204,Dallas,San Antonio,2506,1300,True,,2130.1,257.63,12.09,0,2387.73,2130.1,257.63,0,2387.73,none,0.0,0.0,0.0,False
CF740AA8843C,2024-02-29,FedEx Ground,90011,19102,LA,Philadelphia,1247,3609,False,,1218.94,155.18,12.73,0,1374.12,1218.94,155.18,0,1374.12,none,0.0,0.0,0.0,False
C3B9D5EFD1A6,2024-03-26,YRC Freight,10011,77003,NYC,Houston,1630,2173,False,appointment_delivery,1349.64,152.34,11.29,50,1551.98,1349.64,152.34,50,1551.98,none,0.0,0.0,0.0,False
2F2E0B733984,2024-11-17,XPO Logistics,78205,85001,San Antonio,Phoenix,859,4773,False,,740.89,96.66,13.05,0,837.54,740.89,96.66,0,837.54,none,0.0,0.0,0.0,False
8C3C04F3D521,2024-05-05,FedEx Ground,33125,90013,Miami,LA,497,150,False,appointment_delivery,506.94,66.43,13.1,50,623.37,506.94,66.43,50,623.37,none,0.0,0.0,0.0,False
61F4A9941EC0,2024-10-21,Old Dominion,78203,77002,San Antonio,Houston,1573,688,False,,1226.94,164.34,13.39,0,1391.28,1226.94,0.0,0,1226.94,missing_fuel_surcharge,164.34,164.33999999999992,11.81,True
973121F47738,2024-05-29,YRC Freight,85004,19101,Phoenix,Philadelphia,2063,1693,False,,1485.36,160.7,10.82,0,1646.06,1485.36,160.7,0,1646.06,none,0.0,0.0,0.0,False
00A0D99053FC,2024-04-29,FedEx Ground,77002,33125,Houston,Miami,1238,245,False,inside_delivery,1052.3,134.31,12.76,125,1311.61,1052.3,134.31,125,1311.61,none,0.0,0.0,0.0,False
743DE078203E,2024-03-13,UPS Ground,85003,90013,Phoenix,LA,370,540,False,,303.4,35.22,11.61,0,338.62,303.4,35.22,0,338.62,none,0.0,0.0,0.0,False
2136D5B57F60,2024-08-12,Old Dominion,90013,60602,LA,Chicago,611,560,True,,476.58,52.97,11.12,0,529.55,476.58,52.97,0,529.55,none,0.0,0.0,0.0,False
DC0AB0EBC0F0,2024-08-19,YRC Freight,77002,90002,Houston,LA,720,1396,False,,518.4,57.35,11.06,0,575.75,518.4,57.35,0,575.75,none,0.0,0.0,0.0,False
45A759E11801,2024-07-01,UPS Ground,60605,19101,Chicago,Philadelphia,1584,2083,False,appointment_delivery,1493.71,172.62,11.56,50,1716.33,1493.71,172.62,50,1716.33,none,0.0,0.0,0.0,False
E3ADE3AD71DE,2024-03-03,Old Dominion,75202,33101,Dallas,Miami,1250,1195,False,liftgate_delivery,975.0,115.65,11.86,75,1165.65,975.0,115.65,75,1165.65,none,0.0,0.0,0.0,False
92C754CB1A37,2024-03-06,FedEx Ground,33101,85001,Miami,Phoenix,1153,3682,True,"liftgate_delivery,appointment_delivery",1127.06,146.71,13.02,125,1398.76,1127.06,146.71,125,1398.76,none,0.0,0.0,0.0,False
0F934CADA1E4,2024-05-20,Old Dominion,78201,75204,San Antonio,Dallas,992,1583,True,residential_delivery,773.76,90.95,11.75,95,959.71,773.76,90.95,95,959.71,none,0.0,0.0,0.0,False
394C7E689593,2024-05-07,UPS Ground,10003,60604,NYC,Chicago,782,4357,False,,737.43,91.61,12.42,0,829.03,737.43,91.61,0,829.03,none,0.0,0.0,0.0,False
E5183342CA94,2024-01-15,XPO Logistics,92105,19106,San Diego,Philadelphia,2676,1523,True,liftgate_delivery,2007.0,240.55,11.99,75,2322.55,2007.0,240.55,75,2322.55,none,0.0,0.0,0.0,False
EC440F6643DB,2024-04-22,XPO Logistics,60602,90002,Chicago,LA,2563,508,False,,1922.25,232.23,12.08,0,2154.48,1922.25,232.23,0,2154.48,none,0.0,0.0,0.0,False
9C141EA09A8E,2024-09-09,XPO Logistics,19106,78201,Philadelphia,San Antonio,887,1592,False,"liftgate_delivery,inside_delivery,limited_access",665.25,74.46,11.19,285,1024.71,665.25,74.46,285,1024.71,none,0.0,0.0,0.0,False
06514CD3389E,2024-10-28,UPS Ground,19102,77003,Philadelphia,Houston,1553,1260,True,"residential_delivery,liftgate_delivery,inside_delivery",1273.46,170.04,13.35,295,1738.5,1273.46,170.04,295,1738.5,none,0.0,0.0,0.0,False
BC5AA494C8D5,2024-11-28,UPS Ground,19103,85003,Philadelphia,Phoenix,2149,4041,False,,2026.51,284.49,14.04,0,2310.99,2026.51,284.49,0,2310.99,none,0.0,0.0,0.0,False
7416CE0C797F,2024-07-19,UPS Ground,60603,92103,Chicago,San Diego,1050,4742,False,,990.15,122.64,12.39,0,1112.79,990.15,122.64,0,1112.79,none,0.0,0.0,0.0,False
5FED11E0FDDA,2024-03-26,XPO Logistics,33127,90002,Miami,LA,601,2667,False,,518.36,62.51,12.06,0,580.87,394.6610498156218,62.51,0,457.1710498156218,underbilled_linehaul,123.69895018437819,123.69895018437819,21.3,True
B91E9E41CAD3,2024-03-26,FedEx Ground,19101,85001,Philadelphia,Phoenix,1868,3487,False,appointment_delivery,1825.97,229.92,12.59,50,2105.89,1825.97,229.92,50,2105.89,none,0.0,0.0,0.0,False
03B272ACB656,2024-02-23,FedEx Ground,77004,60601,Houston,Chicago,1434,2189,True,residential_delivery,1401.73,171.07,12.2,95,1667.8,1401.73,171.07,95,1667.8,none,0.0,0.0,0.0,False
6D22E628AD89,2024-06-18,UPS Ground,33101,92104,Miami,San Diego,2006,879,True,,1644.92,192.76,11.72,0,1837.68,1644.92,192.76,0,1837.68,none,0.0,0.0,0.0,False
101096941DD2,2024-08-06,Old Dominion,10013,92105,NYC,San Diego,887,81,True,inside_delivery,830.23,97.05,11.69,125,1052.28,830.23,97.05,125,1052.28,none,0.0,0.0,0.0,False
77472D7E79B0,2024-02-16,Old Dominion,92103,90011,San Diego,LA,2393,2220,False,"appointment_delivery,limited_access",2146.52,240.81,11.22,135,2522.33,2146.52,240.81,135,2522.33,none,0.0,0.0,0.0,False
6098CBA4A4AC,2024-02-13,FedEx Ground,85004,77005,Phoenix,Houston,942,842,False,limited_access,800.7,103.85,12.97,85,989.55,800.7,103.85,85,989.55,none,0.0,0.0,0.0,False
764AE7D7D075,2024-07-22,YRC Freight,75205,78204,Dallas,San Antonio,1261,696,False,,907.92,100.12,11.03,0,1008.04,907.92,100.12,0,1008.04,none,0.0,0.0,0.0,False
3211E4131F9A,2024-12-16,UPS Ground,92102,60602,San Diego,Chicago,778,691,False,,637.96,88.97,13.95,0,726.93,637.96,0.0,0,637.96,missing_fuel_surcharge,88.97,88.96999999999991,12.24,True
45C69C50C72E,2024-12-24,YRC Freight,78203,33126,San Antonio,Miami,2266,151,False,appointment_delivery,1957.82,247.15,12.62,50,2254.97,1957.82,247.15,50,2254.97,none,0.0,0.0,0.0,False
5D77AC1D0250,2024-05-15,XPO Logistics,90013,60601,LA,Chicago,2587,3416,False,inside_delivery,2231.29,257.36,11.53,125,2613.65,2231.29,257.36,125,2613.65,none,0.0,0.0,0.0,False
706BCD16E850,2024-07-09,UPS Ground,78204,10003,San Antonio,NYC,513,2250,True,"residential_delivery,liftgate_delivery",483.76,60.18,12.44,170,713.94,483.76,60.18,170,713.94,none,0.0,0.0,0.0,False
413DBBEDFF1D,2024-04-08,XPO Logistics,60604,19103,Chicago,Philadelphia,2028,781,False,limited_access,1521.0,174.12,11.45,85,1780.12,1521.0,174.12,85,1780.12,none,0.0,0.0,0.0,False
06F255C7F619,2024-03-29,UPS Ground,90013,19104,LA,Philadelphia,2539,287,True,liftgate_delivery,2081.98,259.37,12.46,75,2416.35,2081.98,259.37,75,2416.35,none,0.0,0.0,0.0,False
07DBAB09A471,2024-08-16,FedEx Ground,92104,33101,San Diego,Miami,1273,4916,True,"residential_delivery,liftgate_delivery",1244.36,162.32,13.04,170,1576.68,1244.36,162.32,170,1576.68,none,0.0,0.0,0.0,False
D78C7B58FCDD,2024-12-12,UPS Ground,85006,10001,Phoenix,NYC,1219,1894,True,residential_delivery,999.58,139.68,13.97,95,1234.26,999.58,139.68,95,1234.26,none,0.0,0.0,0.0,False
EECDCFD12D88,2024-12-30,YRC Freight,60602,10003,Chicago,NYC,813,2552,False,,673.16,85.83,12.75,0,758.99,673.16,85.83,0,758.99,none,0.0,0.0,0.0,False
3B30B0B3EE9A,2024-10-14,FedEx Ground,75205,78201,Dallas,San Antonio,2514,3115,False,appointment_delivery,2457.43,357.09,14.53,50,2864.52,2457.43,357.09,50,2864.52,none,0.0,0.0,0.0,False
1ECC6D138D6C,2024-11-04,UPS Ground,85004,19102,Phoenix,Philadelphia,2482,515,False,liftgate_delivery,2035.24,272.44,13.39,75,2382.68,2035.24,272.44,75,2382.68,none,0.0,0.0,0.0,False
1BFFB013E704,2024-09-16,YRC Freight,10003,85003,NYC,Phoenix,2339,2986,False,,1936.69,206.81,10.68,0,2143.5,1936.69,206.81,0,2143.5,none,0.0,0.0,0.0,False
E5BF7E353849,2024-08-05,UPS Ground,75203,60601,Dallas,Chicago,953,2565,False,,898.68,106.04,11.8,0,1004.72,898.68,106.04,0,1004.72,none,0.0,0.0,0.0,False
5BEBC0EF3758,2024-09-28,YRC Freight,33127,90002,Miami,LA,819,3176,True,"residential_delivery,liftgate_delivery",678.13,77.29,11.4,170,925.42,678.13,77.29,170,925.42,none,0.0,0.0,0.0,False
D6C5F455B460,2024-01-03,XPO Logistics,19101,60604,Philadelphia,Chicago,1004,525,False,appointment_delivery,753.0,84.56,11.23,50,887.56,753.0,84.56,50,887.56,none,0.0,0.0,0.0,False
5689AD3C2789,2024-09-30,Old Dominion,60604,92104,Chicago,San Diego,2228,359,True,"residential_delivery,liftgate_delivery,appointment_delivery",1737.84,194.69,11.2,220,2152.53,1737.84,194.69,220,2152.53,none,0.0,0.0,0.0,False
719E90F45B82,2024-06-05,UPS Ground,77003,85004,Houston,Phoenix,711,4872,True,"residential_delivery,liftgate_delivery",670.47,83.46,12.45,170,923.93,670.47,83.46,170,923.93,none,0.0,0.0,0.0,False
EA60F2869170,2024-01-10,UPS Ground,60604,78203,Chicago,San Antonio,1018,3354,True,"residential_delivery,appointment_delivery",959.97,118.42,12.34,145,1223.4,959.97,118.42,145,1223.4,none,0.0,0.0,0.0,False
CDFE62B2E1E7,2024-12-04,YRC Freight,10003,92105,NYC,San Diego,503,442,True,"residential_delivery,liftgate_delivery,appointment_delivery",362.16,46.91,12.95,220,629.07,362.16,46.91,220,629.07,none,0.0,0.0,0.0,False
8FD4AD97788D,2024-11-14,FedEx Ground,77003,10011,Houston,NYC,1654,2261,False,,1616.78,225.78,13.96,0,1842.56,1616.78,225.78,0,1842.56,none,0.0,0.0,0.0,False
9182C1CE8CA6,2024-07-02,UPS Ground,90002,75205,LA,Dallas,1422,1702,False,liftgate_delivery,1166.04,138.06,11.84,75,1379.1,1166.04,138.06,75,1379.1,none,0.0,0.0,0.0,False
9289E4899438,2024-02-16,YRC Freight,10001,90001,NYC,LA,2836,1271,False,,2041.92,216.01,10.58,0,2257.93,2041.92,216.01,0,2257.93,none,0.0,0.0,0.0,False
5A64F99E341E,2024-12-12,UPS Ground,85001,75201,Phoenix,Dallas,477,3000,False,"liftgate_delivery,appointment_delivery",449.81,63.31,14.07,125,638.12,449.81,63.31,125,638.12,none,0.0,0.0,0.0,False
3A17173FD560,2024-07-09,YRC Freight,60603,78204,Chicago,San Antonio,1450,811,False,,1044.0,111.62,10.69,0,1155.62,1044.0,111.62,0,1155.62,none,0.0,0.0,0.0,False
7A3471F65942,2024-09-04,FedEx Ground,78201,60602,San Antonio,Chicago,914,4889,False,limited_access,893.43,114.49,12.81,85,1092.92,893.43,114.49,85,1092.92,none,0.0,0.0,0.0,False
6449E6698581,2024-05-13,Old Dominion,60604,75201,Chicago,Dallas,961,568,False,,749.58,81.05,10.81,0,830.63,749.58,81.05,0,830.63,none,0.0,0.0,0.0,False
EB868DD18C3A,2024-09-03,FedEx Ground,19106,33128,Philadelphia,Miami,2105,2086,False,,2057.64,263.62,12.81,0,2321.25,2057.64,144.22075824494152,0,2201.8607582449413,incorrect_fuel_rate,119.39924175505848,119.38924175505872,5.14,True
7B3E63401B83,2024-01-26,Old Dominion,92102,75201,San Diego,Dallas,1571,2328,False,appointment_delivery,1409.19,160.57,11.39,50,1619.76,1409.19,160.57,50,1619.76,none,0.0,0.0,0.0,False
7EA655695646,2024-02-22,FedEx Ground,90011,75203,LA,Dallas,2394,195,False,,2441.88,294.08,12.04,0,2735.96,2441.88,294.08,0,2735.96,none,0.0,0.0,0.0,False
06D347E0F551,2024-04-24,XPO Logistics,75202,33127,Dallas,Miami,1284,494,False,,963.0,109.45,11.37,0,1072.45,963.0,109.45,0,1072.45,none,0.0,0.0,0.0,False
BB57D5878349,2024-10-07,XPO Logistics,90001,85004,LA,Phoenix,385,2441,False,"liftgate_delivery,appointment_delivery",332.06,44.57,13.42,125,501.63,332.06,44.57,125,501.63,none,0.0,0.0,0.0,False
F7E38FE4C49D,2024-04-22,UPS Ground,90013,19102,LA,Philadelphia,828,3268,False,liftgate_delivery,780.8,96.23,12.32,75,952.03,780.8,96.23,75,952.03,none,0.0,0.0,0.0,False
AD11463B5D42,2024-10-10,UPS Ground,92105,75205,San Diego,Dallas,2226,447,False,,1825.32,259.01,14.19,0,2084.33,1825.32,259.01,0,2084.33,none,0.0,0.0,0.0,False
A909A5D2B78F,2024-08-02,YRC Freight,60604,90013,Chicago,LA,1618,3201,False,,1339.7,153.55,11.46,0,1493.26,1339.7,153.55,0,1493.26,none,0.0,0.0,0.0,False
A3431548F3C8,2024-06-10,YRC Freight,60604,77005,Chicago,Houston,1576,4537,False,,1304.93,145.68,11.16,0,1450.61,1304.93,145.68,0,1450.61,none,0.0,0.0,0.0,False
77C7E9A160E8,2024-10-21,FedEx Ground,60605,33126,Chicago,Miami,1752,4824,False,,1712.58,250.19,14.61,0,1962.77,1410.8678236892167,250.19,0,1661.0578236892168,underbilled_linehaul,301.7121763107832,301.7121763107832,15.37,True
E6B6D0C53017,2024-03-15,UPS Ground,10002,90005,NYC,LA,2923,2102,False,appointment_delivery,2756.39,338.88,12.29,50,3145.26,2756.39,338.88,50,3145.26,none,0.0,0.0,0.0,False
463EDC20392B,2024-12-20,UPS Ground,75205,77004,Dallas,Houston,2460,2406,False,,2319.78,331.51,14.29,0,2651.29,2319.78,331.51,0,2651.29,none,0.0,0.0,0.0,False
A9F485D63B0E,2024-10-28,Old Dominion,10002,19106,NYC,Philadelphia,1273,3062,False,,1141.88,149.26,13.07,0,1291.14,1141.88,149.26,0,1291.14,none,0.0,0.0,0.0,False
B572161E6E58,2024-05-15,Old Dominion,60605,77001,Chicago,Houston,462,4609,True,"residential_delivery,liftgate_delivery,appointment_delivery",414.41,47.37,11.43,220,681.78,414.41,47.37,220,681.78,none,0.0,0.0,0.0,False
63C962DD2C7E,2024-09-26,YRC Freight,10011,19106,NYC,Philadelphia,1690,2653,True,residential_delivery,1399.32,149.63,10.69,95,1643.95,1399.32,149.63,95,1643.95,none,0.0,0.0,0.0,False
5FF98DBDE370,2024-09-02,XPO Logistics,77003,78203,Houston,San Antonio,1247,4395,False,liftgate_delivery,1075.54,129.92,12.08,75,1280.45,1075.54,129.92,75,1280.45,none,0.0,0.0,0.0,False
E7FA1BFF7ED9,2024-07-16,Old Dominion,33101,77003,Miami,Houston,1236,978,True,residential_delivery,964.08,111.66,11.58,95,1170.74,964.08,111.66,95,1170.74,none,0.0,0.0,0.0,False
234ED0DB6B71,2024-09-30,FedEx Ground,85004,77005,Phoenix,Houston,669,4457,True,,653.95,78.99,12.08,0,732.93,653.95,78.99,0,732.93,none,0.0,0.0,0.0,False
EEEE05FAB2C1,2024-01-28,Old Dominion,78202,90001,San Antonio,LA,1581,650,True,,1233.18,134.12,10.88,0,1367.3,1233.18,134.12,0,1367.3,none,0.0,0.0,0.0,False
EE7DBB753C55,2024-01-24,YRC Freight,78205,90001,San Antonio,LA,573,4847,False,,474.44,50.18,10.58,0,524.62,474.44,50.18,0,524.62,none,0.0,0.0,0.0,False
6F5DAA9A560B,2024-07-19,Old Dominion,92104,78201,San Diego,San Antonio,943,1167,False,,735.54,86.19,11.72,0,821.73,735.54,86.19,0,821.73,none,0.0,0.0,0.0,False
39C8F92F5DEE,2024-11-01,UPS Ground,19106,10013,Philadelphia,NYC,767,4741,False,liftgate_delivery,723.28,100.21,13.85,75,898.49,723.28,100.21,75,898.49,none,0.0,0.0,0.0,False
3A6A16CA2340,2024-04-09,UPS Ground,75202,60602,Dallas,Chicago,978,2120,True,"residential_delivery,liftgate_delivery",922.25,113.18,12.27,170,1205.43,922.25,113.18,170,1205.43,none,0.0,0.0,0.0,False
D0B06DF8789C,2024-06-18,FedEx Ground,90001,19103,LA,Philadelphia,1132,4041,False,appointment_delivery,1106.53,141.7,12.81,50,1298.23,1106.53,141.7,50,1298.23,none,0.0,0.0,0.0,False
EDD7B85FDE26,2024-03-27,YRC Freight,19106,85003,Philadelphia,Phoenix,1847,3558,True,residential_delivery,1529.32,164.53,10.76,95,1788.85,1529.32,164.53,95,1788.85,none,0.0,0.0,0.0,False
101166043BB0,2024-11-26,XPO Logistics,92104,75203,San Diego,Dallas,2305,1489,False,,1728.75,234.69,13.58,0,1963.44,1728.75,234.69,0,1963.44,none,0.0,0.0,0.0,False
6E250909FEE9,2024-01-19,FedEx Ground,90001,60605,LA,Chicago,2011,1792,False,,1709.35,216.27,12.65,0,1925.62,1709.35,216.27,0,1925.62,none,0.0,0.0,0.0,False
85FD7C66748C,2024-09-14,YRC Freight,33125,85006,Miami,Phoenix,2292,3030,True,appointment_delivery,1897.78,218.48,11.51,50,2166.25,1897.78,218.48,50,2166.25,none,0.0,0.0,0.0,False
